Country,ISO3,Date,Temp_Change
Martinique,MTQ,1963-01-01 00:00:00,0.243
"Mauritania, Islamic Rep. of",MRT,1963-01-01 00:00:00,0.103
Mauritius,MUS,1963-01-01 00:00:00,-0.155
Mayotte,MYT,1963-01-01 00:00:00,-0.152
Mexico,MEX,1963-01-01 00:00:00,0.23
Monaco,MCO,1963-01-01 00:00:00,-0.631
Mongolia,MNG,1963-01-01 00:00:00,1.202
Montserrat,MSR,1963-01-01 00:00:00,0.288
Morocco,MAR,1963-01-01 00:00:00,0.179
"Mozambique, Rep. of",MOZ,1963-01-01 00:00:00,-0.435
Myanmar,MMR,1963-01-01 00:00:00,-0.169
Namibia,NAM,1963-01-01 00:00:00,0.071
Nepal,NPL,1963-01-01 00:00:00,-0.184
"Netherlands, The",NLD,1963-01-01 00:00:00,-1.27
New Caledonia,NCL,1963-01-01 00:00:00,-0.211
New Zealand,NZL,1963-01-01 00:00:00,-0.356
Nicaragua,NIC,1963-01-01 00:00:00,-0.203
Niger,NER,1963-01-01 00:00:00,0.434
Nigeria,NGA,1963-01-01 00:00:00,0.271
Niue,NIU,1963-01-01 00:00:00,-0.402
Norfolk Island,NFK,1963-01-01 00:00:00,0.1
Norway,NOR,1963-01-01 00:00:00,-0.13
Oman,OMN,1963-01-01 00:00:00,0.393
Pakistan,PAK,1963-01-01 00:00:00,0.422
Papua New Guinea,PNG,1963-01-01 00:00:00,0.009
Paraguay,PRY,1963-01-01 00:00:00,0.903
Peru,PER,1963-01-01 00:00:00,0.085
Philippines,PHL,1963-01-01 00:00:00,-0.357
Pitcairn Islands,PCN,1963-01-01 00:00:00,0.2
"Poland, Rep. of",POL,1963-01-01 00:00:00,-0.885
Portugal,PRT,1963-01-01 00:00:00,-0.086
Puerto Rico,PRI,1963-01-01 00:00:00,0.129
Qatar,QAT,1963-01-01 00:00:00,0.449
Romania,ROU,1963-01-01 00:00:00,-0.301
Rwanda,RWA,1963-01-01 00:00:00,0.001
Saint Helena,SHN,1963-01-01 00:00:00,0.04
Saint Pierre and Miquelon,SPM,1963-01-01 00:00:00,-0.19
Samoa,WSM,1963-01-01 00:00:00,0.079
"San Marino, Rep. of",SMR,1963-01-01 00:00:00,-0.388
"São Tomé and Príncipe, Dem. Rep. of",STP,1963-01-01 00:00:00,0.249
Saudi Arabia,SAU,1963-01-01 00:00:00,0.488
Senegal,SEN,1963-01-01 00:00:00,0.082
Seychelles,SYC,1963-01-01 00:00:00,-0.077
Sierra Leone,SLE,1963-01-01 00:00:00,0.176
Solomon Islands,SLB,1963-01-01 00:00:00,-0.075
Somalia,SOM,1963-01-01 00:00:00,-0.211
South Africa,ZAF,1963-01-01 00:00:00,0.185
Spain,ESP,1963-01-01 00:00:00,-0.233
Sri Lanka,LKA,1963-01-01 00:00:00,-0.029
St. Kitts and Nevis,KNA,1963-01-01 00:00:00,0.288
St. Lucia,LCA,1963-01-01 00:00:00,0.258
St. Vincent and the Grenadines,VCT,1963-01-01 00:00:00,0.307
Suriname,SUR,1963-01-01 00:00:00,-0.055
Sweden,SWE,1963-01-01 00:00:00,-0.458
Switzerland,CHE,1963-01-01 00:00:00,-0.87
Syrian Arab Rep.,SYR,1963-01-01 00:00:00,0.543
Taiwan Province of China,TWN,1963-01-01 00:00:00,-0.211
"Tanzania, United Rep. of",TZA,1963-01-01 00:00:00,-0.27
Thailand,THA,1963-01-01 00:00:00,-0.328
"Timor-Leste, Dem. Rep. of",TLS,1963-01-01 00:00:00,-0.64
Togo,TGO,1963-01-01 00:00:00,0.101
Tokelau,TKL,1963-01-01 00:00:00,0.16
Tonga,TON,1963-01-01 00:00:00,-0.283
Trinidad and Tobago,TTO,1963-01-01 00:00:00,0.299
Tunisia,TUN,1963-01-01 00:00:00,-0.075
Turks and Caicos Islands,TCA,1963-01-01 00:00:00,0.169
Tuvalu,TUV,1963-01-01 00:00:00,-0.033
Uganda,UGA,1963-01-01 00:00:00,-0.183
United Arab Emirates,ARE,1963-01-01 00:00:00,0.369
United Kingdom,GBR,1963-01-01 00:00:00,-0.868
United States,USA,1963-01-01 00:00:00,0.418
United States Virgin Islands,VIR,1963-01-01 00:00:00,0.172
Uruguay,URY,1963-01-01 00:00:00,0.33
Vanuatu,VUT,1963-01-01 00:00:00,-0.165
"Venezuela, Rep. Bolivariana de",VEN,1963-01-01 00:00:00,-0.012
Vietnam,VNM,1963-01-01 00:00:00,-0.302
Wallis and Futuna Islands,WLF,1963-01-01 00:00:00,0.125
West Bank and Gaza,PSE,1963-01-01 00:00:00,0.848
Western Sahara,ESH,1963-01-01 00:00:00,0.333
World,WLD,1963-01-01 00:00:00,0.168
"Yemen, Rep. of",YEM,1963-01-01 00:00:00,0.169
Zambia,ZMB,1963-01-01 00:00:00,-0.39
Zimbabwe,ZWE,1963-01-01 00:00:00,-0.458
"Afghanistan, Islamic Rep. of",AFG,1964-01-01 00:00:00,-0.764
Albania,ALB,1964-01-01 00:00:00,-0.166
Algeria,DZA,1964-01-01 00:00:00,0.25
American Samoa,ASM,1964-01-01 00:00:00,-0.14
"Andorra, Principality of",AND,1964-01-01 00:00:00,0.308
Angola,AGO,1964-01-01 00:00:00,-0.229
Anguilla,AIA,1964-01-01 00:00:00,0.189
Antigua and Barbuda,ATG,1964-01-01 00:00:00,0.214
Argentina,ARG,1964-01-01 00:00:00,-0.343
"Aruba, Kingdom of the Netherlands",ABW,1964-01-01 00:00:00,0.271
Australia,AUS,1964-01-01 00:00:00,-0.012
Austria,AUT,1964-01-01 00:00:00,-0.371
"Bahamas, The",BHS,1964-01-01 00:00:00,0.192
"Bahrain, Kingdom of",BHR,1964-01-01 00:00:00,-0.561
Bangladesh,BGD,1964-01-01 00:00:00,0.107
Barbados,BRB,1964-01-01 00:00:00,-0.011
Belize,BLZ,1964-01-01 00:00:00,-0.055
Benin,BEN,1964-01-01 00:00:00,-0.218
Bhutan,BTN,1964-01-01 00:00:00,0.065
Bolivia,BOL,1964-01-01 00:00:00,-0.123
Botswana,BWA,1964-01-01 00:00:00,-0.057
Brazil,BRA,1964-01-01 00:00:00,-0.213
British Virgin Islands,VGB,1964-01-01 00:00:00,0.184
Brunei Darussalam,BRN,1964-01-01 00:00:00,0.054
Bulgaria,BGR,1964-01-01 00:00:00,-0.528
Burkina Faso,BFA,1964-01-01 00:00:00,-0.218
Burundi,BDI,1964-01-01 00:00:00,-0.18
Cabo Verde,CPV,1964-01-01 00:00:00,0.011
Cambodia,KHM,1964-01-01 00:00:00,0.156
Cameroon,CMR,1964-01-01 00:00:00,-0.157
Canada,CAN,1964-01-01 00:00:00,-0.299
Central African Rep.,CAF,1964-01-01 00:00:00,-0.136
Chad,TCD,1964-01-01 00:00:00,-0.176
Chile,CHL,1964-01-01 00:00:00,-0.22
"China, P.R.: Hong Kong",HKG,1964-01-01 00:00:00,0.117
"China, P.R.: Macao",MAC,1964-01-01 00:00:00,0.117
"China, P.R.: Mainland",CHN,1964-01-01 00:00:00,-0.026
Colombia,COL,1964-01-01 00:00:00,0.117
"Comoros, Union of the",COM,1964-01-01 00:00:00,-0.215
"Congo, Dem. Rep. of the",COD,1964-01-01 00:00:00,-0.112
"Congo, Rep. of",COG,1964-01-01 00:00:00,-0.123
Cook Islands,COK,1964-01-01 00:00:00,0.163
Cuba,CUB,1964-01-01 00:00:00,0.102
Cyprus,CYP,1964-01-01 00:00:00,-0.612
Denmark,DNK,1964-01-01 00:00:00,-0.274
Djibouti,DJI,1964-01-01 00:00:00,-0.289
Dominica,DMA,1964-01-01 00:00:00,0.081
Dominican Rep.,DOM,1964-01-01 00:00:00,0.167
Ecuador,ECU,1964-01-01 00:00:00,-0.239
"Egypt, Arab Rep. of",EGY,1964-01-01 00:00:00,-0.373
El Salvador,SLV,1964-01-01 00:00:00,-0.026
"Equatorial Guinea, Rep. of",GNQ,1964-01-01 00:00:00,-0.136
"Eswatini, Kingdom of",SWZ,1964-01-01 00:00:00,0.022
Falkland Islands (Malvinas),FLK,1964-01-01 00:00:00,-0.082
Faroe Islands,FRO,1964-01-01 00:00:00,0.478
"Fiji, Rep. of",FJI,1964-01-01 00:00:00,0.185
Finland,FIN,1964-01-01 00:00:00,0.338
France,FRA,1964-01-01 00:00:00,0.025
French Polynesia,PYF,1964-01-01 00:00:00,-0.137
Gabon,GAB,1964-01-01 00:00:00,-0.148
"Gambia, The",GMB,1964-01-01 00:00:00,-0.192
Germany,DEU,1964-01-01 00:00:00,-0.328
Ghana,GHA,1964-01-01 00:00:00,-0.233
Gibraltar,GIB,1964-01-01 00:00:00,0.483
Greece,GRC,1964-01-01 00:00:00,-0.301
Greenland,GRL,1964-01-01 00:00:00,0.257
Grenada,GRD,1964-01-01 00:00:00,-0.052
Guadeloupe,GLP,1964-01-01 00:00:00,0.15
Guatemala,GTM,1964-01-01 00:00:00,-0.052
Guinea,GIN,1964-01-01 00:00:00,-0.18
Guinea-Bissau,GNB,1964-01-01 00:00:00,-0.227
Guyana,GUY,1964-01-01 00:00:00,0.32
Haiti,HTI,1964-01-01 00:00:00,0.223
Holy See,VAT,1964-01-01 00:00:00,0.199
Honduras,HND,1964-01-01 00:00:00,-0.029
Hungary,HUN,1964-01-01 00:00:00,-0.877
Iceland,ISL,1964-01-01 00:00:00,1.097
India,IND,1964-01-01 00:00:00,-0.03
Indonesia,IDN,1964-01-01 00:00:00,-0.036
"Iran, Islamic Rep. of",IRN,1964-01-01 00:00:00,-0.667
Iraq,IRQ,1964-01-01 00:00:00,-0.81
Ireland,IRL,1964-01-01 00:00:00,0.158
Isle of Man,IMN,1964-01-01 00:00:00,0.095
Israel,ISR,1964-01-01 00:00:00,-0.622
Italy,ITA,1964-01-01 00:00:00,0.131
Jamaica,JAM,1964-01-01 00:00:00,-0.042
Japan,JPN,1964-01-01 00:00:00,0.266
Jordan,JOR,1964-01-01 00:00:00,-0.655
Kenya,KEN,1964-01-01 00:00:00,-0.442
Kiribati,KIR,1964-01-01 00:00:00,-0.177
"Korea, Dem. People's Rep. of",PRK,1964-01-01 00:00:00,0.238
"Korea, Rep. of",KOR,1964-01-01 00:00:00,0.608
Kuwait,KWT,1964-01-01 00:00:00,-0.781
Lao People's Dem. Rep.,LAO,1964-01-01 00:00:00,-0.077
Lebanon,LBN,1964-01-01 00:00:00,-0.719
"Lesotho, Kingdom of",LSO,1964-01-01 00:00:00,0.007
Liberia,LBR,1964-01-01 00:00:00,-0.133
Libya,LBY,1964-01-01 00:00:00,-0.051
Liechtenstein,LIE,1964-01-01 00:00:00,0.058
"Madagascar, Rep. of",MDG,1964-01-01 00:00:00,-0.397
Malawi,MWI,1964-01-01 00:00:00,-0.267
Malaysia,MYS,1964-01-01 00:00:00,0.036
Mali,MLI,1964-01-01 00:00:00,-0.13
Malta,MLT,1964-01-01 00:00:00,0.26
Martinique,MTQ,1964-01-01 00:00:00,0.062
"Mauritania, Islamic Rep. of",MRT,1964-01-01 00:00:00,0.057
Mauritius,MUS,1964-01-01 00:00:00,-0.246
Mayotte,MYT,1964-01-01 00:00:00,-0.14
Mexico,MEX,1964-01-01 00:00:00,-0.284
Monaco,MCO,1964-01-01 00:00:00,0.408
Mongolia,MNG,1964-01-01 00:00:00,-0.174
Montserrat,MSR,1964-01-01 00:00:00,0.214
Morocco,MAR,1964-01-01 00:00:00,0.486
"Mozambique, Rep. of",MOZ,1964-01-01 00:00:00,-0.18
Myanmar,MMR,1964-01-01 00:00:00,0.036
Namibia,NAM,1964-01-01 00:00:00,-0.081
Nepal,NPL,1964-01-01 00:00:00,0.177
"Netherlands, The",NLD,1964-01-01 00:00:00,-0.337
New Caledonia,NCL,1964-01-01 00:00:00,0.164
New Zealand,NZL,1964-01-01 00:00:00,-0.455
Nicaragua,NIC,1964-01-01 00:00:00,-0.107
Niger,NER,1964-01-01 00:00:00,-0.261
Nigeria,NGA,1964-01-01 00:00:00,-0.257
Niue,NIU,1964-01-01 00:00:00,0.148
Norfolk Island,NFK,1964-01-01 00:00:00,0.17
Norway,NOR,1964-01-01 00:00:00,0.373
Oman,OMN,1964-01-01 00:00:00,-0.478
Pakistan,PAK,1964-01-01 00:00:00,-0.379
Papua New Guinea,PNG,1964-01-01 00:00:00,0.105
Paraguay,PRY,1964-01-01 00:00:00,-0.238
Peru,PER,1964-01-01 00:00:00,-0.203
Philippines,PHL,1964-01-01 00:00:00,-0.04
Pitcairn Islands,PCN,1964-01-01 00:00:00,0.264
"Poland, Rep. of",POL,1964-01-01 00:00:00,-0.72
Portugal,PRT,1964-01-01 00:00:00,0.519
Puerto Rico,PRI,1964-01-01 00:00:00,0.106
Qatar,QAT,1964-01-01 00:00:00,-0.4
Romania,ROU,1964-01-01 00:00:00,-0.791
Rwanda,RWA,1964-01-01 00:00:00,-0.113
Saint Helena,SHN,1964-01-01 00:00:00,-0.026
Saint Pierre and Miquelon,SPM,1964-01-01 00:00:00,-0.529
Samoa,WSM,1964-01-01 00:00:00,0.085
"San Marino, Rep. of",SMR,1964-01-01 00:00:00,-0.098
"São Tomé and Príncipe, Dem. Rep. of",STP,1964-01-01 00:00:00,-0.148
Saudi Arabia,SAU,1964-01-01 00:00:00,-0.47
Senegal,SEN,1964-01-01 00:00:00,-0.212
Seychelles,SYC,1964-01-01 00:00:00,-0.164
Sierra Leone,SLE,1964-01-01 00:00:00,-0.156
Singapore,SGP,1964-01-01 00:00:00,-0.075
Solomon Islands,SLB,1964-01-01 00:00:00,0.13
Somalia,SOM,1964-01-01 00:00:00,0.027
South Africa,ZAF,1964-01-01 00:00:00,-0.072
Spain,ESP,1964-01-01 00:00:00,0.486
Sri Lanka,LKA,1964-01-01 00:00:00,0.07
St. Kitts and Nevis,KNA,1964-01-01 00:00:00,0.214
St. Lucia,LCA,1964-01-01 00:00:00,0.003
St. Vincent and the Grenadines,VCT,1964-01-01 00:00:00,-0.051
Suriname,SUR,1964-01-01 00:00:00,0.047
Sweden,SWE,1964-01-01 00:00:00,0.393
Switzerland,CHE,1964-01-01 00:00:00,0.137
Syrian Arab Rep.,SYR,1964-01-01 00:00:00,-0.709
Taiwan Province of China,TWN,1964-01-01 00:00:00,0.251
"Tanzania, United Rep. of",TZA,1964-01-01 00:00:00,-0.397
Thailand,THA,1964-01-01 00:00:00,-0.041
"Timor-Leste, Dem. Rep. of",TLS,1964-01-01 00:00:00,-0.231
Togo,TGO,1964-01-01 00:00:00,-0.145
Tokelau,TKL,1964-01-01 00:00:00,-0.274
Tonga,TON,1964-01-01 00:00:00,0.239
Trinidad and Tobago,TTO,1964-01-01 00:00:00,-0.068
Tunisia,TUN,1964-01-01 00:00:00,0.347
Turks and Caicos Islands,TCA,1964-01-01 00:00:00,0.348
Tuvalu,TUV,1964-01-01 00:00:00,-0.028
Uganda,UGA,1964-01-01 00:00:00,-0.236
United Arab Emirates,ARE,1964-01-01 00:00:00,-0.287
United Kingdom,GBR,1964-01-01 00:00:00,0.025
United States,USA,1964-01-01 00:00:00,-0.282
United States Virgin Islands,VIR,1964-01-01 00:00:00,0.154
Uruguay,URY,1964-01-01 00:00:00,-0.762
Vanuatu,VUT,1964-01-01 00:00:00,0.22
"Venezuela, Rep. Bolivariana de",VEN,1964-01-01 00:00:00,0.097
Vietnam,VNM,1964-01-01 00:00:00,0.082
Wallis and Futuna Islands,WLF,1964-01-01 00:00:00,0.187
West Bank and Gaza,PSE,1964-01-01 00:00:00,-0.626
Western Sahara,ESH,1964-01-01 00:00:00,0.819
World,WLD,1964-01-01 00:00:00,-0.246
"Yemen, Rep. of",YEM,1964-01-01 00:00:00,-0.251
Zambia,ZMB,1964-01-01 00:00:00,-0.279
Zimbabwe,ZWE,1964-01-01 00:00:00,-0.097
"Afghanistan, Islamic Rep. of",AFG,1965-01-01 00:00:00,-0.244
Albania,ALB,1965-01-01 00:00:00,-0.388
Algeria,DZA,1965-01-01 00:00:00,-0.1
American Samoa,ASM,1965-01-01 00:00:00,-0.562
"Andorra, Principality of",AND,1965-01-01 00:00:00,-0.49
Angola,AGO,1965-01-01 00:00:00,-0.196
Anguilla,AIA,1965-01-01 00:00:00,-0.365
Antigua and Barbuda,ATG,1965-01-01 00:00:00,-0.385
Argentina,ARG,1965-01-01 00:00:00,0.09
"Aruba, Kingdom of the Netherlands",ABW,1965-01-01 00:00:00,-0.18
Australia,AUS,1965-01-01 00:00:00,0.14
Austria,AUT,1965-01-01 00:00:00,-0.883
"Bahamas, The",BHS,1965-01-01 00:00:00,0.054
"Bahrain, Kingdom of",BHR,1965-01-01 00:00:00,0.234
Bangladesh,BGD,1965-01-01 00:00:00,-0.195
Barbados,BRB,1965-01-01 00:00:00,-0.28
Belize,BLZ,1965-01-01 00:00:00,-0.105
Benin,BEN,1965-01-01 00:00:00,-0.094
Bhutan,BTN,1965-01-01 00:00:00,-0.565
Bolivia,BOL,1965-01-01 00:00:00,0.22
Botswana,BWA,1965-01-01 00:00:00,0.098
Brazil,BRA,1965-01-01 00:00:00,-0.075
British Virgin Islands,VGB,1965-01-01 00:00:00,-0.338
Brunei Darussalam,BRN,1965-01-01 00:00:00,-0.235
Bulgaria,BGR,1965-01-01 00:00:00,-0.456
Burkina Faso,BFA,1965-01-01 00:00:00,-0.141
Burundi,BDI,1965-01-01 00:00:00,-0.265
Cabo Verde,CPV,1965-01-01 00:00:00,-0.322
Cambodia,KHM,1965-01-01 00:00:00,-0.196
Cameroon,CMR,1965-01-01 00:00:00,-0.11
Canada,CAN,1965-01-01 00:00:00,-0.867
Central African Rep.,CAF,1965-01-01 00:00:00,-0.05
Chad,TCD,1965-01-01 00:00:00,-0.092
Chile,CHL,1965-01-01 00:00:00,0.115
"China, P.R.: Hong Kong",HKG,1965-01-01 00:00:00,0.151
"China, P.R.: Macao",MAC,1965-01-01 00:00:00,0.151
"China, P.R.: Mainland",CHN,1965-01-01 00:00:00,0.078
Colombia,COL,1965-01-01 00:00:00,-0.217
"Comoros, Union of the",COM,1965-01-01 00:00:00,-0.334
"Congo, Dem. Rep. of the",COD,1965-01-01 00:00:00,-0.193
"Congo, Rep. of",COG,1965-01-01 00:00:00,-0.179
Cook Islands,COK,1965-01-01 00:00:00,-0.373
Cuba,CUB,1965-01-01 00:00:00,0.023
Cyprus,CYP,1965-01-01 00:00:00,-0.208
Denmark,DNK,1965-01-01 00:00:00,-0.603
Djibouti,DJI,1965-01-01 00:00:00,-0.425
Dominica,DMA,1965-01-01 00:00:00,-0.297
Dominican Rep.,DOM,1965-01-01 00:00:00,-0.314
Ecuador,ECU,1965-01-01 00:00:00,0.111
"Egypt, Arab Rep. of",EGY,1965-01-01 00:00:00,-0.104
El Salvador,SLV,1965-01-01 00:00:00,-0.074
"Equatorial Guinea, Rep. of",GNQ,1965-01-01 00:00:00,-0.17
"Eswatini, Kingdom of",SWZ,1965-01-01 00:00:00,-0.224
Falkland Islands (Malvinas),FLK,1965-01-01 00:00:00,0.178
Faroe Islands,FRO,1965-01-01 00:00:00,-0.354
"Fiji, Rep. of",FJI,1965-01-01 00:00:00,-0.643
Finland,FIN,1965-01-01 00:00:00,-0.263
France,FRA,1965-01-01 00:00:00,-0.625
French Polynesia,PYF,1965-01-01 00:00:00,-0.083
Gabon,GAB,1965-01-01 00:00:00,-0.164
"Gambia, The",GMB,1965-01-01 00:00:00,-0.463
Germany,DEU,1965-01-01 00:00:00,-0.814
Ghana,GHA,1965-01-01 00:00:00,-0.17
Gibraltar,GIB,1965-01-01 00:00:00,-0.087
Greece,GRC,1965-01-01 00:00:00,-0.322
Greenland,GRL,1965-01-01 00:00:00,0.8
Grenada,GRD,1965-01-01 00:00:00,-0.196
Guadeloupe,GLP,1965-01-01 00:00:00,-0.341
Guatemala,GTM,1965-01-01 00:00:00,-0.066
Guinea,GIN,1965-01-01 00:00:00,-0.095
Guinea-Bissau,GNB,1965-01-01 00:00:00,-0.383
Guyana,GUY,1965-01-01 00:00:00,-0.065
Haiti,HTI,1965-01-01 00:00:00,-0.31
Holy See,VAT,1965-01-01 00:00:00,-0.415
Honduras,HND,1965-01-01 00:00:00,-0.055
Hungary,HUN,1965-01-01 00:00:00,-0.883
Iceland,ISL,1965-01-01 00:00:00,-0.131
India,IND,1965-01-01 00:00:00,-0.072
Indonesia,IDN,1965-01-01 00:00:00,-0.257
"Iran, Islamic Rep. of",IRN,1965-01-01 00:00:00,-0.28
Iraq,IRQ,1965-01-01 00:00:00,-0.134
Ireland,IRL,1965-01-01 00:00:00,-0.554
Isle of Man,IMN,1965-01-01 00:00:00,-0.579
Israel,ISR,1965-01-01 00:00:00,-0.031
Italy,ITA,1965-01-01 00:00:00,-0.431
Jamaica,JAM,1965-01-01 00:00:00,-0.219
Japan,JPN,1965-01-01 00:00:00,-0.519
Jordan,JOR,1965-01-01 00:00:00,-0.005
Kenya,KEN,1965-01-01 00:00:00,-0.299
Kiribati,KIR,1965-01-01 00:00:00,-0.347
"Korea, Dem. People's Rep. of",PRK,1965-01-01 00:00:00,-0.208
"Korea, Rep. of",KOR,1965-01-01 00:00:00,-0.178
Kuwait,KWT,1965-01-01 00:00:00,0.051
Lao People's Dem. Rep.,LAO,1965-01-01 00:00:00,-0.176
Lebanon,LBN,1965-01-01 00:00:00,-0.09
"Lesotho, Kingdom of",LSO,1965-01-01 00:00:00,-0.078
Liberia,LBR,1965-01-01 00:00:00,-0.259
Libya,LBY,1965-01-01 00:00:00,-0.077
Liechtenstein,LIE,1965-01-01 00:00:00,-0.84
"Madagascar, Rep. of",MDG,1965-01-01 00:00:00,-0.588
Malawi,MWI,1965-01-01 00:00:00,-0.572
Malaysia,MYS,1965-01-01 00:00:00,-0.231
Mali,MLI,1965-01-01 00:00:00,-0.299
Malta,MLT,1965-01-01 00:00:00,-0.218
Martinique,MTQ,1965-01-01 00:00:00,-0.283
"Mauritania, Islamic Rep. of",MRT,1965-01-01 00:00:00,-0.53
Mauritius,MUS,1965-01-01 00:00:00,-0.208
Mayotte,MYT,1965-01-01 00:00:00,-0.497
Mexico,MEX,1965-01-01 00:00:00,-0.057
Monaco,MCO,1965-01-01 00:00:00,-0.464
Mongolia,MNG,1965-01-01 00:00:00,0.857
Montserrat,MSR,1965-01-01 00:00:00,-0.385
Morocco,MAR,1965-01-01 00:00:00,-0.286
"Mozambique, Rep. of",MOZ,1965-01-01 00:00:00,-0.596
Myanmar,MMR,1965-01-01 00:00:00,-0.315
Namibia,NAM,1965-01-01 00:00:00,-0.083
Nepal,NPL,1965-01-01 00:00:00,-0.356
"Netherlands, The",NLD,1965-01-01 00:00:00,-0.728
New Caledonia,NCL,1965-01-01 00:00:00,-0.806
New Zealand,NZL,1965-01-01 00:00:00,-0.451
Nicaragua,NIC,1965-01-01 00:00:00,0.041
Niger,NER,1965-01-01 00:00:00,-0.007
Nigeria,NGA,1965-01-01 00:00:00,-0.037
Niue,NIU,1965-01-01 00:00:00,-0.468
Norfolk Island,NFK,1965-01-01 00:00:00,-0.452
Norway,NOR,1965-01-01 00:00:00,-0.264
Oman,OMN,1965-01-01 00:00:00,-0.315
Pakistan,PAK,1965-01-01 00:00:00,-0.279
Panama,PAN,1965-01-01 00:00:00,-0.216
Papua New Guinea,PNG,1965-01-01 00:00:00,-0.493
Paraguay,PRY,1965-01-01 00:00:00,-0.079
Peru,PER,1965-01-01 00:00:00,0.2
Philippines,PHL,1965-01-01 00:00:00,-0.29
Pitcairn Islands,PCN,1965-01-01 00:00:00,0.25
"Poland, Rep. of",POL,1965-01-01 00:00:00,-1.064
Portugal,PRT,1965-01-01 00:00:00,-0.23
Puerto Rico,PRI,1965-01-01 00:00:00,-0.384
Qatar,QAT,1965-01-01 00:00:00,0.386
Romania,ROU,1965-01-01 00:00:00,-0.674
Rwanda,RWA,1965-01-01 00:00:00,-0.301
Saint Helena,SHN,1965-01-01 00:00:00,-0.145
Saint Pierre and Miquelon,SPM,1965-01-01 00:00:00,-0.51
Samoa,WSM,1965-01-01 00:00:00,-0.306
"San Marino, Rep. of",SMR,1965-01-01 00:00:00,-0.406
"São Tomé and Príncipe, Dem. Rep. of",STP,1965-01-01 00:00:00,-0.11
Saudi Arabia,SAU,1965-01-01 00:00:00,0.16
Senegal,SEN,1965-01-01 00:00:00,-0.449
Seychelles,SYC,1965-01-01 00:00:00,-0.531
Sierra Leone,SLE,1965-01-01 00:00:00,-0.281
Singapore,SGP,1965-01-01 00:00:00,-0.466
Solomon Islands,SLB,1965-01-01 00:00:00,-0.478
Somalia,SOM,1965-01-01 00:00:00,-0.388
South Africa,ZAF,1965-01-01 00:00:00,-0.025
Spain,ESP,1965-01-01 00:00:00,-0.2
Sri Lanka,LKA,1965-01-01 00:00:00,-0.145
St. Kitts and Nevis,KNA,1965-01-01 00:00:00,-0.385
St. Lucia,LCA,1965-01-01 00:00:00,-0.245
St. Vincent and the Grenadines,VCT,1965-01-01 00:00:00,-0.197
Suriname,SUR,1965-01-01 00:00:00,0.001
Sweden,SWE,1965-01-01 00:00:00,-0.223
Switzerland,CHE,1965-01-01 00:00:00,-0.791
Syrian Arab Rep.,SYR,1965-01-01 00:00:00,-0.183
Taiwan Province of China,TWN,1965-01-01 00:00:00,-0.144
"Tanzania, United Rep. of",TZA,1965-01-01 00:00:00,-0.242
Thailand,THA,1965-01-01 00:00:00,-0.228
Togo,TGO,1965-01-01 00:00:00,-0.074
Tokelau,TKL,1965-01-01 00:00:00,-0.106
Tonga,TON,1965-01-01 00:00:00,-0.606
Trinidad and Tobago,TTO,1965-01-01 00:00:00,-0.151
Tunisia,TUN,1965-01-01 00:00:00,-0.127
Turks and Caicos Islands,TCA,1965-01-01 00:00:00,-0.178
Tuvalu,TUV,1965-01-01 00:00:00,-0.33
Uganda,UGA,1965-01-01 00:00:00,-0.117
United Arab Emirates,ARE,1965-01-01 00:00:00,0.211
United Kingdom,GBR,1965-01-01 00:00:00,-0.575
United States,USA,1965-01-01 00:00:00,-0.362
United States Virgin Islands,VIR,1965-01-01 00:00:00,-0.352
Uruguay,URY,1965-01-01 00:00:00,0.18
Vanuatu,VUT,1965-01-01 00:00:00,-0.569
"Venezuela, Rep. Bolivariana de",VEN,1965-01-01 00:00:00,-0.096
Vietnam,VNM,1965-01-01 00:00:00,-0.017
Wallis and Futuna Islands,WLF,1965-01-01 00:00:00,-0.41
West Bank and Gaza,PSE,1965-01-01 00:00:00,-0.031
Western Sahara,ESH,1965-01-01 00:00:00,-0.337
World,WLD,1965-01-01 00:00:00,-0.223
"Yemen, Rep. of",YEM,1965-01-01 00:00:00,-0.623
Zambia,ZMB,1965-01-01 00:00:00,-0.418
Zimbabwe,ZWE,1965-01-01 00:00:00,-0.48
"Afghanistan, Islamic Rep. of",AFG,1966-01-01 00:00:00,0.226
Albania,ALB,1966-01-01 00:00:00,0.559
Algeria,DZA,1966-01-01 00:00:00,0.433
American Samoa,ASM,1966-01-01 00:00:00,0.181
"Andorra, Principality of",AND,1966-01-01 00:00:00,0.415
Angola,AGO,1966-01-01 00:00:00,0.175
Anguilla,AIA,1966-01-01 00:00:00,-0.001
Antigua and Barbuda,ATG,1966-01-01 00:00:00,0.097
Argentina,ARG,1966-01-01 00:00:00,-0.163
"Aruba, Kingdom of the Netherlands",ABW,1966-01-01 00:00:00,0.122
Australia,AUS,1966-01-01 00:00:00,-0.23
Austria,AUT,1966-01-01 00:00:00,0.602
"Bahamas, The",BHS,1966-01-01 00:00:00,-0.172
"Bahrain, Kingdom of",BHR,1966-01-01 00:00:00,0.535
Bangladesh,BGD,1966-01-01 00:00:00,0.308
Barbados,BRB,1966-01-01 00:00:00,-0.149
Belize,BLZ,1966-01-01 00:00:00,-0.195
Benin,BEN,1966-01-01 00:00:00,-0.007
Bhutan,BTN,1966-01-01 00:00:00,0.14
Bolivia,BOL,1966-01-01 00:00:00,-0.083
Botswana,BWA,1966-01-01 00:00:00,0.436
